교차로명,시도,시군구,도로명,기타주소,도로등급,시행청,준공연도,교차로 유형,회전교차로 유형,로터리 유형,"스쿨존 내
위치여부",교차로 내 신호 여부,"접근로 진입부
양보선 여부",계,신규추가,누락추가,비고,위도,경도,NUMPOINTS
용앙 회전교차로,전라남도,영암군,삼호중앙로,삼호읍 용앙리 3833,"6",영암군,"2009",5지,2차로형,,,,,,,,,34.745567,126.467357,"3"
향교 회전교차로,전라남도,영암군,농암로,영암읍 교동리 2852,"6",영암군,"2009",4지,1차로형,,,,○,,,,,34.796454,126.693901,"2"
서남 회전교차로,전라남도,영암군,서문로,영암읍 서남리 681,"6",영암군,"2010",3지,1차로형,,,,○,,,,,34.799386,126.695076,"1"
평리 회전교차로,전라남도,영암군,왕인로,군서면 도갑리 2491,"4","행정안전부, 지자체","2010",4지,1차로형,,,,○,,,,,34.766832,126.636929,"0"
월평 회전교차로,전라남도,영암군,간은정로,신북면 월평리 168,"6",영암군,"2011",4지,1차로형,,,,○,,,,,34.890943,126.693865,"0"
독천회전교차로,전라남도,영암군,독천로,학산면 금계리 12872,"4","행정안전부, 지자체","2011",4지,2차로형,,,,○,,,,,34.724937,126.578021,"2"
회문 회전교차로,전라남도,영암군,월출로,영암읍 회문리 2001,"6",영암군,"2012",4지,1차로형,,,,○,,,,,34.795098,126.685567,"4"
시종터미널 회전교차로,전라남도,영암군,마한로,시종면 만수리 95115,"4",전라남도,"2012",5지,1차로형,,,,○,,,,,34.868656,126.609493,"2"
서창 회전교차로,전라남도,영암군,녹색로,삼호읍 서창리 1191,"4","행정안전부, 지자체","2012",3지,1차로형,,,,○,,,,,34.727898,126.552073,"1"
금호 회전교차로,전라남도,영암군,대불주거로,삼호읍 용앙리 1731,"4","행정안전부, 지자체","2013",4지,1차로형,,,,○,,,,,34.752351,126.457756,"4"
금계 회전교차로,전라남도,영암군,독천로,학산면 금계리 산6610,"4",전라남도,"2013",5지,1차로형,,,,○,,,,,34.727002,126.582184,"1"
송평 회전교차로,전라남도,영암군,마한로,영암읍 송평리 542,"4",전라남도,"2015",4지,1차로형,,,,○,,,,,34.803983,126.674674,"1"
채지 회전교차로,전라남도,영암군,잿등로,미암면 채지리 494,"4",전라남도,"2016",3지,1차로형,,,,○,,,,,34.714748,126.561574,"0"
역리 회전교차로,전라남도,영암군,낭주로,역리 3853,"6",영암군,"2016",4지,1차로형,,,,○,,,,,34.81006,126.699194,"0"
송정교차로,전라남도,무안군,현해로,현경면 송정리 19434,"2",익산지방국토관리청,"2018",3지,1차로형,,,,O,,,,,35.037167,126.392103,"1"
불무공원 앞 회천교차로,전라남도,무안군,무안중앙로,무안읍 교촌리 10148,"8","행정안전부, 지자체","2015",4지,1차로형,,,,O,,,,,34.989674,126.474611,"1"
석성3리교차로,전라남도,함평군,돌머리길,함평읍 석성리 산711,"4",전라남도,미상,4지,1차로형,,,,O,,,,,35.08167,126.461076,"0"
손불면소재지삼거리,전라남도,함평군,손무로,손불면 대전리 6955,"4",전라남도,미상,4지,1차로형,,,,O,,,,,35.142812,126.426842,"0"
신계교차로,전라남도,함평군,신송길,엄다면 신계리 4252,"4",전라남도,미상,4지,1차로형,,,,O,,,,,35.02305,126.495065,"0"
칠거사거리,전라남도,영광군,옥당로,영광읍 신하리 42-4,"8",지자체,"2010",4지,2차로형,,,,○,,,,,35.273048,126.502693,"7"
단주사거리,전라남도,영광군,단신길,영광읍 단주리 346-11,"8",지자체,"2013",4지,2차로형,,,,○,,,,,35.280262,126.499418,"9"
스포티움삼거리,전라남도,영광군,영대로,영광읍 단주리 346-7,"8",지자체,"2013",3지,2차로형,,,,○,,,,,35.283164,126.495161,"1"
모두원 회전교차로,전라남도,영광군,옥당로,영광읍 녹사리 43-5,"8",지자체,"2017",4지,소형,,○,,,,,,,35.285722,126.496433,"1"
학정사거리,전라남도,영광군,중앙로,영광읍 학정리 670-4,"8",지자체,"2015",4지,2차로형,,,,○,,,,,35.270744,126.503274,"0"
법성터미널앞교차로,전라남도,영광군,굴비로,"111","4",지자체,"2011",4지,2차로형,,,,○,,,,,35.26482,126.509882,"8"
영산성지앞 삼거리,전라남도,영광군,성지로,"1345","4",지자체,"2013",3지,1차로형,,,,○,,,,,35.355841,126.451918,"9"
장산삼거리,전라남도,영광군,장산로,"299","4",지자체,"2015",3지,1차로형,,,,○,,,,,35.328185,126.44006,"0"
칠암삼거리,전라남도,영광군,칠곡로,"343","2",익산청,"2016",4지,1차로형,,,,○,,,,,35.321212,126.455085,"0"
방마사거리,전라남도,영광군,방마로,"3631","6",지자체,"2010",4지,2차로형,,,,,,,,,35.382491,126.425115,"1"
4호교통광장,전라남도,장성군,영천로,"240","8",지자체(장성군),"2009",4지,1차로형,,,,O,,,,,35.213149,126.525028,"1"
2호교통광장,전라남도,장성군,역전로,"5","8",국토부,"2015",5지,2차로형,,,,O,,,,,35.292288,126.780394,"7"
대곡사거리,전라남도,장성군,해삼로,"1177","8",지자체(장성군),"2019",4지,2차로형,,,,O,1,"1",,,35.235892,126.647775,"0"
신지회전교차로,전라남도,완도군,신지로,송곡리 601,"2",국토부,"2017",3지,1차로형,,,,O,,,,,34.33923,126.792421,"1"
약산교차로,전라남도,완도군,약산로,우두리668-184,"4",전라남도,"2011",3지,1차로형,,,,O,1,,"1",,34.392512,126.87744,"2"
녹진회전교차로,전라남도,진도군,진도대로,녹진리 산215,"2",국토부,"2015",3지,1차로형,,,,O,,,,,34.569156,126.302273,"2"
감초당약국사거리,경상북도,경산시,장산로 ,"257",기타,지자체,"2015",4지,소형,,,,O,,,,,35.817656,128.752294,"7"
남산면 복지회관 교차로,경상북도,경산시,산양길,"1",기타,지자체,"2017",4지,소형,,O,,O,,,,,35.793543,128.835419,"3"
옥곡사거리,경상북도,경산시,경산로 7길,"2",기타,지자체,"2018",4지,소형,,,,O,,,,,35.81293,128.732922,"2"
중방동 회전교차로,경상북도,경산시,경안로56길,"14",기타,지자체,"2018",4지,소형,,,,O,,,,,35.832108,128.737624,"2"
동서리 회전교차로,경상북도,경산시,하양로,"198",기타,지자체,"2019",4지,대형,,,,O,1,"1",,,35.917526,128.82771,"0"
동국대학교 회전교차로,경상북도,경주시,석장동,691-1,기타,지자체,"2019",4지,2차로형,,,,O,1,"1",,,35.860492,129.195822,"3"
송곡 회전교차로,경상북도,고령군,성암로,"456",군도,지자체,"2017",4지,2차로형,,,,O,,,,,35.787711,128.397747,"3"
고령광장 회전교차로,경상북도,고령군,대가야로 ,"30",기타,행정안전부,"2012",4지,2차로형,,,O,O,,,,,35.729404,128.271378,"11"
우륵광장 회전교차로,경상북도,고령군,우륵로,"1443",기타,행정안전부,"2014",4지,1차로형,,,,O,,,,,35.721895,128.259802,"2"
왕릉광장 회전교차로,경상북도,고령군,왕릉로,"30",기타,지자체,"2015",4지,1차로형,,,,O,,,,,35.737054,128.271232,"2"
안림 회전교차로,경상북도,고령군,대가야로,"870",군도,국토부,"2017",4지,2차로형,,,,O,,,,,35.700324,128.253331,"2"
본관 회전교차로,경상북도,고령군,덕운로,"14",군도,국토부,"2015",4지,1차로형,,,,O,,,,,35.746867,128.275395,"5"
부리삼거리 회전교차로,경상북도,고령군,개진면,부리 375-47,군도,지자체,"2019",3지,1차로형,,,,O,,,,,35.708634,128.424708,"0"
장기리 회전교차로,경상북도,고령군,대가야읍,장기리 206-3,기타,지자체,"2018",4지,2차로형,,,,O,,,,,35.729128,128.274034,"4"
상모교차로,경상북도,구미시,상사동로,상모동5339,기타,지자체,"2014",4지,1차로형,,,,O,,,,,36.087802,128.358649,"2"
해평교차로,경상북도,구미시,강동로,송곡리4523,기타,지자체,"2014",3지,1차로형,,,,O,,,,,36.221179,128.375091,"0"
정리 회전교차로,경상북도,군위군,군청로,군위읍 정리 241-2,기타,행정안전부,"2015",3지,1차로형,,,,O,,,,,36.246157,128.568026,"0"
달산삼거리 회전교차로,경상북도,군위군,소보안계로,소보면 달산리 79-7,지방도,행정안전부,"2015",3지,1차로형,,,,O,,,,,36.267323,128.46879,"1"
군위보건소 앞 회전교차로,경상북도,군위군,군청로,군위읍 동부리 678-5,기타,지자체,"2017",3지,1차로형,,,,O,,,,,36.229197,128.569048,"0"
군청네거리 회전교차로,경상북도,군위군,군청로,군위읍 동부리226-3,기타,지자체,"2017",4지,1차로형,,,,O,,,,,36.241157,128.572249,"1"
부계교차로,경상북도,군위군,부계면 창평리,"10413",지방도,국토부,"2017",5지,2차로형,,,,O,,,,,36.859021,128.526211,"7"
삼국유사테마파크앞 회전교차로,경상북도,군위군,산성가음로,484-1,지방도,지자체,"2019",3지,1차로형,,,,O,1,"1",,,36.16034,128.708796,"0"
거매사거리 회전교차로,경상북도,군위군,치산효령로,거매리 230-5,지방도,지자체,"2019",4지,1차로형,,,,O,1,"1",,,36.144958,128.599226,"1"
호포삼거리 회전교차로,경상북도,군위군,효우로,이화리 1631-7,지방도,지자체,"2010",3지,1차로형,,,,O,1,,"1",,36.192141,128.65142,"1"
의곡사거리 회전교차로,경상북도,문경시,영순면 영순로,"249",지방도,행정안전부,"2016",4지,1차로형,,,,O,,,,,36.813077,128.573678,"0"
흥덕회전교차로,경상북도,문경시,"호서로, 중앙로",7012번지 일원,시도,지자체,"2015",4지,1차로형,,,,O,,,,,36.606995,128.205706,"4"
공평삼거리 회전교차로,경상북도,문경시,상신로,"120",시도,지자체,"2019",3지,1차로형,,,,O,1,"1",,,36.600163,128.186849,"3"
오록회전교차로,경상북도,봉화군,물아면 소백로,"4524",지방도,행정안전부,"2015",4지,1차로형,,,,O,,,,,36.880686,128.590424,"1"
삼계회전교차로,경상북도,봉화군,내성로,봉화읍 내성리 70-5,지방도,지자체,"2010",4지,1차로형,,,,O,,,,,36.896935,128.73785,"0"
내성회전교차로,경상북도,봉화군,예봉로,봉화읍 내성리 147-8,지방도,행정안전부,"2013",3지,2차로형,,,,O,,,,,36.882917,128.739057,"2"
방전회전교차로,경상북도,봉화군,소천로,춘양면 소로리 633-1,"국지도, 기타",지자체,"2019",3지,1차로형,,,,O,,,,,36.922579,128.921597,"1"
이소삼거리 회전교차로,경상북도,상주시,화동면 이소1길,"178",지방도,행정안전부,"2010",3지,1차로형,,,,O,,,,,36.954251,128.621175,"0"
함창 오동 회전교차로,경상북도,상주시,함창로,"383",시도,지자체,"2017",4지,1차로형,,,,O,,,,,36.564095,128.181856,"4"
옥산회전교차로,경상북도,상주시,공성면,옥산리 50-1,국지도,지자체,"2018",5지,1차로형,,,,O,1,,"1",,36.287709,128.09562,"1"
동포삼거리,경상북도,성주군,벽소로,동포리 909,지방도,지자체,"2010",3지,1차로형,,,,O,,,,,35.994424,128.247892,"0"
포진교남단 교차로,경상북도,안동시,샘들윗길,"61",시도,지차제,"2017",4지,1차로형,,,,O,,,,,36.53258,128.79461,"1"
덕곡교차로,경상북도,영덕군,영덕로,"228",군도,지자체,"2013",4지,1차로형,,,,O,,,,,36.414452,129.373469,"1"
덕곡교차로(청련교),경상북도,영덕군,영덕로,"247",위임국도,지자체,"2019",4지,1차로형,,,,,,,,,36.415877,129.372089,"5"
성내교차로,경상북도,영덕군,영덕로,"1831",지방도,지자체,"2013",5지,1차로형,,,,O,,,,,36.540394,129.403971,"2"
우곡교차로,경상북도,영덕군,영덕로,"110",군도,지자체,"2020",4지,1차로형,,,,O,1,"1",,,36.415874,129.374585,"0"
꽃동산회전교차로,경상북도,영주시,대동로,가흥동 14761,일반국도,지자체,"2012",6지,2차로형,,,,O,,,,,36.814139,128.618656,"20"
부석회전교차로,경상북도,영주시,소백로,부석면 소천리 1006,지방도,지자체,"2012",4지,1차로형,,,,O,,,,,36.979943,128.657441,"0"
오현교차로,경상북도,영주시,신재로,봉현면 오현리 321,시도,지자체,"2012",4지,2차로형,,,,O,,,,,36.86193,128.532848,"10"
동촌삼거리,경상북도,영주시,회현로,안정면 동촌리 4192,시도,지자체,"2012",3지,1차로형,,,,O,,,,,36.880686,128.590424,"1"
반지미교회앞교차로,경상북도,영주시,장안로,장수면 두전리 3562,시도,지자체,"2012",3지,소형,,,,O,,,,,36.813077,128.573678,"0"
단산삼거리,경상북도,영주시,소백로,단산면 옥대리 2721,지방도,지자체,"2012",3지,1차로형,,,,O,,,,,36.954251,128.621175,"0"
봉현교차로,경상북도,영주시,소백로,봉현면 오현리 1533,지방도,지자체,"2013",4지,2차로형,,,,O,,,,,36.859021,128.526211,"7"
순흥교차로,경상북도,영주시,소백로,순흥면 읍내리 429,지방도,지자체,"2017",4지,1차로형,,,,O,,,,,36.913628,128.573681,"0"
읍내사거리,경상북도,영주시,소백로,순흥면 읍내리 2351,지방도,지자체,"2017",4지,1차로형,,,,O,,,,,36.918036,128.575259,"3"
영천역광장 회전교차로,경상북도,영천시,완산로,"47",시도,행정안전부,"2016",5지,1차로형,,,,O,,,,,35.960306,128.939203,"7"
덕율교차로,경상북도,예천군,충효로,"1346",군도,지자체,"2019",4지,1차로형,,,,O,,,,,36.702956,128.506309,"0"
삼율교차로,경상북도,울진군,후포삼율로,"22",기타,지자체,"2010",4지,1차로형,,,,O,,,,,36.672402,129.437837,"1"
월송교차로,경상북도,울진군,월송정로,"313",기타,행정안전부,"2013",5지,1차로형,,,,O,,,,,36.732926,129.459851,"1"
소태교차로,경상북도,울진군,백암온천로,"1279",일반국도,행정안전부,"2015",4지,1차로형,,,,O,,,,,36.721835,129.343726,"0"
도동사거리교차로,경상북도,의성군,치선오상길,"29",8(도시계획도로),지자체,"2011",4지,1차로형,,,,O,,,,,36.340574,128.702371,"0"
중리삼거리회전교차로,경상북도,의성군,홍술로,"192",지방도,지자체,"2016",3지,1차로형,,,,O,,,,,36.358499,128.70085,"2"
운동장삼거리회전교차로,경상북도,의성군,충효로,"85",8(도시계획도로),지자체,"2016",3지,1차로형,,X,X,O,,,,,36.355236,128.701328,"0"
북원사거리회전교차로,경상북도,의성군,홍술로,"133",지방도,지자체,"2017",4지,2차로형,,,,O,,,,,36.356316,128.694122,"8"
비안면용남사거리회전교차로,경상북도,의성군,용남리,"6231",8(구국도),지자체,"2017",4지,1차로형,,,,O,,,,,36.351497,128.466158,"16"
서의성ic회전교차로,경상북도,의성군,서부로,"1982",구국도,지자체,"2019",4지,차로형,,,,O,1,"1",,,36.405246,128.415811,"0"
구왜관교 회전교차로,경상북도,칠곡군,중앙로,왜관리 2052,기타,지자체,"2011",5지,1차로형,,,,O,,,,,35.999044,128.397377,"6"
숭오삼거리 회전교차로,경상북도,칠곡군,북삼로,숭오리 721,기타,지자체,"2011",3지,1치로형,,,,O,,,,,36.065892,128.332469,"1"
송학사거리 회전교차로,경상북도,칠곡군,송산로,송학리 2595,지방도,지자체,"2012",4지,1치로형,,,,O,,,,,36.103919,128.520414,"1"
다부삼거리 회전교차로,경상북도,칠곡군,호국로,다부리 3584,지방도,지자체,"2013",3지,1치로형,,O,,O,,,,,36.046439,128.520382,"0"
가좌교차로,경상북도,칠곡군,동명면 기성리,"7021",지방도,국토부,"2017",4지,2차로형,,,,O,,,,,36.913628,128.573681,"0"
연일 형산 교차로,경상북도,포항시,형산강남로,연일읍 중명리 2581,시도,지차제,"2013",3지,2차로형,,,,O,,,,,36.918036,128.575259,"3"
흥해 흥안 교차로,경상북도,포항시,암각화길,흥해읍 흥안리 산99,지방도,지차제,"2015",3지,1차로형,,,,O,,,,,36.229197,128.569048,"0"
신광 삼거리 교차로,경상북도,포항시,신흥로,신광면 사정리 10364,지방도,지차제,"2016",3지,1차로형,,,,O,,,,,36.241157,128.572249,"1"
대림한숲타운 회전교차로,경상북도,포항시,유강길 9번길,유강리 600,기타,지자체,"2019",4지,1차로형,,,,O,,,,,36.006698,129.31435,"1"
대잠고가교 하부 회전교차로,경상북도,포항시,대이로1번길,대잠동 1008-16,시도,지자체,"2009",4지,1차로형,,,,O,1,,"1",,36.013265,129.341491,"3"
북면사무소 입구 회전교차로,경상남도,창원시 ,의창구 북면 신촌리,1601-1,지방도,행정안전부,"2013",3지,1차로형(소형),,,,O,,,,,35.347388,128.610509,"0"
창원일반산업단지 회전교차로,경상남도,창원시 ,의창구 대산면 가술리 ,708-1,도시계획도로,LH공사,"2014",5지,1차로형,,,,O,,,,,35.337501,128.696883,"2"
감계지구 회전교차로,경상남도,창원시 ,의창구 북면 감계리,162-1,시도,지자체,"2016",시도,2차로형,,,,O,,,,,35.302326,128.601065,"2"
중앙역 뒤편 회전교차로,경상남도,창원시 ,의창구 용동,산8-4,도시계획도로,지자체,"2014",5지,초소형,,,,O,,,,,35.246367,128.699636,"0"
시티세븐 서편 회전교차로,경상남도,창원시 ,의창구 대원동,502-2,도시계획도로,행정안전부,"2013",3지,1차로형(소형),,,,O,,,,,35.239503,128.650549,"1"
가음동 성주초교 앞 사거리,경상남도,창원시 ,성산구 가음정로,"127",도시계획도로,지자체,"2013",4지,1차로형,,O,,O,,,,,35.20399,128.697884,"2"
귀산광장,경상남도,창원시 ,성산구 귀산동,산23-1,도시계획도로,지자체,"2015",3지,1차로형,,,,O,,,,,35.172817,128.612877,"0"
상남오거리,경상남도,창원시 ,성산구 마디미동로,"46",도시계획도로,지자체,"2016",5지,2차로형,,,,O,,,,,35.219614,128.684323,"5"
한마음병원사거리,경상남도,창원시 ,성산구 상남동,505-4,도시계획도로,지자체,"2016",5지,1차로형,,,,O,,,,,35.22036,128.687394,"0"
경상대병원 입구 삼거리,경상남도,창원시 ,성산구 삼정자로,"11",도시계획도로,지자체,"2017",3지,1차로형,,,,O,,,,,35.197924,128.706872,"1"
군령삼거리,경상남도,창원시,마산합포구 구산면 석곡리,"707",지방도,지자체,"2011",3지,1차로형,,,,O,,,,,35.118488,128.540867,"0"
해운중학교,경상남도,창원시 , 마산합포구 해운동,Jan-50,도시계획도로,지자체,"2013",4지,1차로형,,O,,O,,,,,35.177408,128.564207,"3"
롯데마트오거리,경상남도,창원시 ,마산합포구 해운동,65-15,도시계획도로,지자체,"2013",5지,소형,,,,O,,,,,35.181677,128.561713,"2"
임곡삼거리,경상남도,창원시 ,마산합포구 진전면,116-2,시도,지자체,"2013",3지,1차로형,,,,O,,,,,35.106204,128.430062,"1"
회성동 창원교도소 앞 회전교차로,경상남도,창원시 , 마산회원구 회성동,263-4,도시계획도로,행정안전부,"2012",3지,1차로형,,,,O,,,,,35.237406,128.558427,"2"
양덕동 메트르로시티 앞 회전교차로,경상남도,창원시 , 마산회원구 양덕서로,"47",도시계획도로,행정안전부,"2013",3지,소형,,,,O,,,,,35.229347,128.581978,"3"
구암삼거리 회전교차로,경상남도,창원시, 마산회원구 금강로,256-1,도시계획도로,행정안전부,"2013",3지,소형,,,,O,,,,,35.250914,128.593831,"2"
구암동 산동지하차도 앞 회전교차로,경상남도,창원시, 마산회원구 구암남21길,"46",도시계획도로,지자체,"2017",3지,소형,,,,O,,,,,35.250834,128.60312,"0"
진해구 제황산교차로,경상남도,창원시 ,진해구,대흥동 31,도시계획도로,지자체,"2013",6지,1차로형,,,,O,,,,,35.153096,128.656043,"4"
창원대후문 회전교차로,경상남도,창원시,의창구 용동,390-7,도시계획도로,경남개발공사,"2018",5지,소형,,,,O,,,,,35.239256,128.69634,"1"
진해구 북원로터리,경상남도,창원시 ,진해구 충무동,"56",도시계획도로,지자체,"1957",5지,2차로형,,,,O,,,,,35.150507,128.661593,"6"
진해구 중원로터리,경상남도,창원시 ,진해구 대천동,"3",도시계획도로,지자체,"1957",8지,2차로형,,,,O,,,,,35.149376,128.659629,"3"
진해구 남원로터리,경상남도,창원시 ,진해구 태평동,"103",도시계획도로,지자체,"1985",5지,2차로형,,,,O,,,,,35.146231,128.659176,"4"
진해구 속천동 회전교차로,경상남도,창원시 ,진해구 속천동,"12",도시계획도로,지자체,"2018",4지,2차로형,,,,O,,,,,35.142794,128.670023,"3"
진해구 시인의마을 앞 회전교차로,경상남도,창원시 ,진해구 태백동,4-98,도시계획도로,지자체,"2019",5지,소형,,,,O,,,,명칭변경(2020/상반기),35.156007,128.673581,"1"
진해구 이동과학공원앞 회전교차로,경상남도,창원시,진해구 이동,598-26,도시계획도로,지자체,"2019",4지,2차로형,,,,O,1,"1",,,35.148047,128.691121,"4"
진해구 신흥동 블루빌아파트 회전교차로,경상남도,창원시,진해구 송죽동,"10",도시계획도로,지자체,"2019",5지,1차로형,,,,O,1,"1",,,35.148064,128.657289,"0"
고미 회전교차로,경상남도,진주시,정촌로,"577",도시계획도로,지자체,"2011",4지,1차로형,,,,O,,,,,35.137698,128.138681,"0"
대평 회전교차로,경상남도,진주시,한들길,"6",지방도,지자체,"2011",4지,1차로형,,,,O,,,,,35.229756,127.963069,"0"
대사램프 회전교차로,경상남도,진주시,서장대로,"181",도시계획도로,지자체,"2013",4지,1차로형,,,,O,,,,,35.187426,128.057425,"3"
혁신2블럭 회전교차로,경상남도,진주시,충무공동,"218",도시계획도로,LH공사,"2013",4지,1차로형,,,,O,,,,,35.181737,128.151762,"0"
혁신클러스터 회전교차로,경상남도,진주시,충무공동 ,"87",도시계획도로,경남개발공사,"2015",3지,1차로형,,,,O,,,,,35.167509,128.130724,"0"
오죽광장 회전교차로,경상남도,진주시,진주대로,"1225","5",지자체,"1970",4지,,"2차로
(전환중)",,,O,,,,,35.193747,128.069637,"6"
봉곡광장 회전교차로,경상남도,진주시,진주대로,"1159","5",지자체,"1970",4지,,"3차로
(전환중)",,,O,,,,,35.193745,128.069559,"7"
진주여중오거리 회전교차로,경상남도,진주시,숙호산로,"89","5",지자체,"1997",5지,,"4차로
(전환중)",,,O,,,,,35.186668,128.064531,"3"
하대현대아파트 회전교차로 ,경상남도,진주시,하대동,"142",도시계획도로,지자체,"2019",4지,1차로형,,,,O,1,"1",,,35.193384,128.126327,"2"
집현장흥 회전교차로,경상남도,진주시,집현면 냉정리,산338-2,도시계획도로,지자체,"2019",4지,1차로형,,,,O,1,"1",,,35.193384,128.126327,"2"
진성삼거리 회전교차로,경상남도,진주시,진성면 상촌리,142-1,지방도,지자체,"2019",3지,1차로형,,,,O,1,"1",,,35.193384,128.126327,"2"
진성IC 회전교차로,경상남도,진주시,진성면 상촌리,"114",지방도,지자체,"2019",4지,1차로형,,,,O,1,"1",,,35.193384,128.126327,"2"
갈전사거리 회전교차로,경상남도,진주시,금산면 갈전리,1602-3,도시계획도로,지자체,"2019",4지,1차로형,,,,O,1,"1",,,35.193384,128.126327,"2"
기호삼거리 회전교차로,경상남도,통영시,용남면 장문리 ,1075-2,도시계획도로,행정안전부,"2012",3지,1차로형,,,,O,,,,,34.870371,128.423984,"1"
산양스포츠파크 앞 회전교차로,경상남도,통영시,산양읍 남평리 ,743-2,도시계획도로,행정안전부,"2011",4지,1차로형,,,,O,,,,,34.804093,128.398044,"0"
벌리 회전교차로,경상남도,사천시,벌리동,"262",지방도,지자체,"2012",5지,2차로형,,,,O,,,,,34.938031,128.086186,"14"
자영고앞 삼거리 회전교차로,경상남도,사천시,사천읍 선인리,"280",도시계획도로,지자체,"2012",3지,1차로형,,,,O,,,,,35.078603,128.098097,"2"
사주 회전교차로,경상남도,사천시,예수리,153-3,도시계획도로,지자체,"2018",4지,2차로형,,,,O,1,"1",,,35.011486,128.044392,"0"
시청앞 사거리 회전교차로,경상남도,김해시,부원동 ,"644",도시계획도로,지자체,"2013",4지,소형,,,,,,,,,35.227894,128.889549,"1"
흥동 삼거리 회전교차로,경상남도,김해시,흥동,"660",도시계획도로,행정안전부,"2014",3지,소형,,,,,,,,,35.222214,128.853811,"0"
해반천옆 삼거리 회전교차로,경상남도,김해시,봉황동 ,106-7,도시계획도로,행정안전부,"2014",3지,소형,,,,,,,,,35.227183,128.875047,"0"
용덕로 삼거리 회전교차로,경상남도,김해시,한림면 안하리,650-9,도시계획도로,행정안전부,"2015",3지,1차로형,,,,,,,,,35.302683,128.828039,"2"
본산로 오거리 회전교차로,경상남도,김해시,진영읍 진영리 ,"1757",도시계획도로,LH공사,"2016",5지,1차로형,,,,,,,,,35.314034,128.742136,"1"
장재로 사거리 회전교차로,경상남도,김해시,한림면 장방리 ,Apr-79,지방도,지자체,"2017",4지,1차로형,,,,,,,,,35.327317,128.804518,"4"
전하로198번길 사거리,경상남도,김해시,전하동,341-1,도시계획도로,지자체,"2018",4지,1차로형,,,,O,,,,,35.218387,128.869914,"4"
두산위브더제니스앞 사거리,경상남도,김해시,주촌면 선지리,631-2,도시계획도로,지자체,"2019",4지,1차로형,,,,,1,"1",,,35.235447,128.845037,"0"
대창초등학교 사거리,경상남도,김해시,진영읍 여래리,379-10,도시계획도로,지자체,"2019",4지,1차로형,,,,,1,"1",,,35.302277,128.740157,"4"
삼거 회전교차로,경상남도,밀양시,표충로,(구천리 7441),"4",국토교통부,"2015",3지,1차로형,,,,O,,,,,35.525898,128.919004,"0"
용평 회전교차로,경상남도,밀양시,용평동, 339-2,도시계획도로,지자체,"2016",3지,1차로형,,,,O,,,,,35.489754,128.770611,"0"
시청 교차로,경상남도,밀양시,교통,1135-6,도시계획도로,지자체,"2017",3지,1차로형,,,,O,,,,,35.504802,128.744184,"1"
내이동육거리 회전교차로,경상남도,밀양시,내이동,1193-29,도시계획도로,지자체,"2018",6지,2차로형,,,,O,1,"1",,,35.496894,128.746817,"4"
둔덕 회전교차로,경상남도,거제시,둔덕면,하둔리 60-25,지방도,지자체,"2015",4지,소형,,,,,,,,,34.83899,128.50912,"1"
물금역 교차로 회전교차로,경상남도,양산시,물금읍 물금리,"898",도시계획도로,지자체,"2014",3지,1차로형,,,,,,,,,35.307617,128.98567,"1"
동면 일동미라주 앞 회전교차로,경상남도,양산시,동면 석산리,"1514",도시계획도로,지자체,"2013",4지,1차로형,,,,,,,,,35.318568,129.029808,"2"
양산 물금지구 36단계 회전교차로,경상남도,양산시,물금읍 가촌리,1152-2,도시계획도로,LH공사,"2016",4지,1차로형,,,,,,,,,35.314713,128.989765,"0"
배불삼거리 회전교차로,경상남도,의령군,가례면 가례리,634-7,도시계획도로,행정안전부,"2014",4지,1차로형,,,,,,,,,35.325215,128.240058,"0"
군도6호선 회전교차로,경상남도 ,의령군,의령읍 동동리,1024-2,도시계획도로,행정안전부,"2015",5지,1차로형,,,,,,,,,35.320115,128.264185,"2"
검암교차로,경상남도,함안군,검암천북길 ,"1",국도,지자체,"2013",4지,2차로형,,,,O,,,,,35.275141,128.418772,"1"
군북면교차로,경상남도,함안군,의산삼일로,"2000",지방도,지자체,"2016",4지,1차로형,,,,O,,,,,35.252427,128.35097,"0"
검암회전교차로,경상남도,함안군,가야읍 검암리, 1313-59,국도,지자체,"2013",7지,2차로형,,,,O,,,,,35.275141,128.418772,"1"
동촌회전교차로,경상남도,함안군,군북면 동촌리,"670",지방도,지자체,"2016",4지,1차로형,,,,O,,,,,35.252427,128.35097,"0"
예곡회전교차로,경상남도,함안군,칠원읍 예곡리,832-10,농어촌도로,지자체,"2019",5지,1차로형,,,,O,,,,,35.12128,128.213433,"0"
유원회전교차로,경상남도,함안군,칠원읍 유원리 , 48-9,지방도,지자체,"2019",3지,2차로형,,,,O,,,,,35.18109,128.295403,"0"
남지 회전교차로,경상남도,창녕군,낙동로,"568",지방도,지자체,"2015",5지,2차로형,,,,O,,,,,35.391467,128.484897,"7"
남산 회전교차로,경상남도,창녕군,술정동탑길,"4",지방도,지자체,"2018",5지,2차로형,,,,O,,,,,35.537291,128.495538,"11"
남지소방서 회전교차로,경상남도,창녕군,동포로,"68",지방도,지자체,"2019",4지,1차로형,,,,O,1,"1",,,35.395472,128.480409,"5"
송학광장 회전교차로,경상남도,고성군,서외리,"3819",도시계획도로,지자체,"2013",4지,1차로형,,,,O,,,,,34.977621,128.320193,"1"
남포항 회전교차로,경상남도,고성군,수남리,"51149",도시계획도로,지자체,"2015",3지,1차로형,,,,O,,,,,34.977621,128.320193,"1"
