"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치년도,관리기관명,관리기관전화번호,데이터기준일자
G0454,전라남도,무안군,일반국도,2번,무영로,3,,전라남도 무안군 일로읍 청호리 250,34.7928460000,126.5136290000,무안군 일로읍 청호리 250 청호IC부근(영암→목포),1,90,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0455,전라남도,장흥군,일반국도,23번,장흥대로,3,,전라남도 장흥군 유치면 관동리 194-45,34.8004440000,126.8191140000,장흥군 유치면 관동리 194-45 관동마을앞(장흥→영암),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0456,전라남도,보성군,일반국도,15번,우주항공로,3,,전라남도 보성군 벌교읍 낙성리 산72-2,34.8814280000,127.3039580000,보성군 벌교읍 낙성리 산72-2(승주→벌교),1,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0457,전라남도,영광군,지방도,808번,천년로,3,,전라남도 영광군 군남면 포천리 123-2,35.2454960000,126.4587750000,영광군 군남면 포천리 123-2 (영광→염산),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0458,전라남도,화순군,지방도,817번,지강로,3,,전라남도 화순군 도곡면 천암리 474-2,35.0200520000,126.9073150000,화순군 도곡면 천암리 474-2 엄마손팥죽(능주→화순읍),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0459,전라남도,함평군,일반국도,23번,함영로,3,,전라남도 함평군 신광면 삼덕리 580-8,35.1599550000,126.5003770000,함평군 신광면 삼덕리 580-8(함평→영광),1,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0460,전라남도,함평군,일반국도,1번,영산로,3,,전라남도 함평군 학교면 죽정리 산5-51,35.0344170000,126.5608710000,함평군 학교면 죽정리 산5-51 학교농공단지(목포→광주),1,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0461,전라남도,영암군,일반국도,13번,예향로,3,,전라남도 영암군 덕진면 금강리 423-11,34.8417620000,126.6917520000,영암군 덕진면 금강리 423-11 남성촌마을(광주→영암),1,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0462,전라남도,영암군,일반국도,23번,영나로,3,,전라남도 영암군 금정면 용흥리 1019-4,34.8606790000,126.7530260000,영암군 금정면 용흥리 1019-4 금정초등학교앞(나주→장흥) (스쿨존),1,30,,,2,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0463,전라남도,장성군,일반국도,1번,백양로,3,,전라남도 장성군 북이면 사거리15,35.4328860000,126.8208730000,장성군 북이면 사거리15 복룡삼거리(정읍→장성),2,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0464,전라남도,장성군,일반국도,24번,함장로,3,,전라남도 장성군 동화면 용정리 666-26,35.2832790000,126.7410250000,장성군 동화면 용정리 666-26 동화사거리(함평→장성),2,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0465,전라남도,강진군,지방도,55번,백도로,3,,전라남도 강진군 신전면 용월리 산15-8,34.5138540000,126.7222890000,강진군 신전면 용월리 산15-8 노해마을앞(강진→완도),1,40,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0466,전라남도,담양군,지방도,15번,담장로,3,,전라남도 담양군 월산면 중월리 314-15,35.3444860000,126.9263430000,담양군 월산면 중월리 314-15 월곡사거리(장성→담양),1,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0467,전라남도,곡성군,지방도,60번,곡성로,3,,전라남도 곡성군 곡성읍 구원리 44-6,35.2605890000,127.2749730000,곡성군 곡성읍 구원리 44-6 도림사사거리(옥과→곡성),2,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0468,전라남도,곡성군,지방도,60번,곡성로,3,,전라남도 곡성군 곡성읍 구원리 44-5,35.2605080000,127.2744230000,곡성군 곡성읍 구원리 44-5 도림사사거리(곡성→옥과),2,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0469,전라남도,진도군,일반국도,18번,진도대로,3,,전라남도 진도군 임회면 석교리 918-4,34.3962630000,126.1918650000,진도군 임회면 석교리 918-4 구분실마을앞(진도읍→팽목),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0470,전라남도,구례군,일반국도,17번,구례로,3,,전라남도 구례군 구례읍 봉서리 192-7,35.1902590000,127.4637460000,구례군 구례읍 봉서리 192-7 오봉승강장앞(구례구역→구례읍),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0471,전라남도,김제시,고속국도,25번,호남고속도로 상행로,1,,전라북도 김제시 봉남면 구정리 464-2,35.7208410000,126.9755510000,호남선 상행149.8k(김제시 봉남면 구정리 464-2),1,100,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0472,전라남도,순천시,고속국도,25번,호남고속도로 하행로,2,,전라남도 순천시 승주읍 봉덕리 238,35.0179520000,127.3596280000,호남선 하행11.4k(순천시 승주읍 봉덕리 238),1,100,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0830,전라남도,나주시,지방도,0번,한빛로,3,,전라남도 나주시 빛가람동 215,35.0228480000,126.7941510000,나주시 빛가람동 215 국립전파연구원(중흥2차→빛가람우체국),2,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0831,전라남도,나주시,지방도,0번,그린로,3,,전라남도 나주시 빛가람동 614,35.0095140000,126.7858070000,나주시 빛가람동 614 빛가람초등학교앞(라온초→빛가람중학교) (스쿨존),2,30,,,2,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0832,전라남도,나주시,지방도,0번,한빛로,3,,전라남도 나주시 빛가람동 41,35.0307280000,126.7850850000,나주시 빛가람동 41 빛누리초등학교앞(우미린→전파연구원) (스쿨존),2,30,,,2,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0833,전라남도,나주시,지방도,0번,호수로,3,,전라남도 나주시 빛가람동 877,35.0135410000,126.7958350000,나주시 빛가람동 877 한아름초등학교앞(호수공원→한아름초) (스쿨존),2,30,,,2,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0834,전라남도,나주시,지방도,0번,그린로,3,,전라남도 나주시 빛가람동 529,35.0137040000,126.7781560000,나주시 빛가람동 529 라온초등학교앞(빛가람초→LH1단지) (스쿨존),2,30,,,2,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0835,전라남도,나주시,지방도,0번,그린로,3,,전라남도 나주시 빛가람동 333,35.0157090000,126.7950050000,나주시 빛가람동 333 부영1차아파트앞(전파연구원→빛가람초),2,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0836,전라남도,나주시,일반국도,23번,나주서부로,3,,전라남도 나주시 왕곡면 덕산리 471-2,34.9657120000,126.6738850000,나주시 왕곡면 덕산리 471-2 덕산교차로(나주→동강),2,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0837,전라남도,나주시,일반국도,23번,나주서부로,3,,전라남도 나주시 왕곡면 신포리 592-6,34.9492770000,126.6432480000,나주시 왕곡면 신포리 592-6 신포교차로(동강→나주),2,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0838,전라남도,나주시,지방도,820번,고분로,3,,전라남도 나주시 반남면 덕산리 832-2,34.9219590000,126.6641820000,나주시 반남면 덕산리 832-2(왕곡면→반남면),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0906,전라남도,영암군,지방도,13번,예향로,3,,전라남도 영암군 영암읍 망호리 9-4,34.8150290000,126.6986680000,영암군 영암읍 망호리 9-4 보성석재앞(영암→나주),1,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0907,전라남도,영암군,일반국도,13번,예향로,3,,전라남도 영암군 신북면 장산리 908,34.8468210000,126.6930210000,영암군 신북면 장산리 908 로하스코앞(영암→나주),1,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0942,전라남도,해남군,지방도,77번,관광레저로,3,,전라남도 해남군 화원면 청용리 610,34.6787180000,126.3333080000,해남군 화원면 청용리 610 김치가공공장앞(목포→진도),1,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0943,전라남도,해남군,일반국도,18번,관광레저로,3,,전라남도 해남군 문내면 학동리 1295,34.5817110000,126.3118520000,해남군 문내면 학동리 1295 명승회센타앞(해남→진도),1,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0944,전라남도,해남군,일반국도,18번,관광레저로,3,,전라남도 해남군 문내면 학동리 1357-2,34.5792710000,126.3113530000,해남군 문내면 학동리 1357-2 우수영가스충전소(진도→해남),1,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G0945,전라남도,해남군,일반국도,18번,해강로,3,,전라남도 해남군 옥천면 영춘리 573-1,34.5679560000,126.6492750000,해남군 옥천면 영춘리 573-1 옥천초등학교앞(강진→해남) (스쿨존),1,30,,,2,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1013,전라남도,광양시,일반국도,2번,섬진강매화로,3,,전라남도 광양시 진월면 신구리 628,35.0082280000,127.7662370000,광양시 진월면 신구리 628번지 진월교앞(진상→하동),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1014,전라남도,광양시,일반국도,2번,섬진강매화로,3,,전라남도 광양시 진월면 신구리 산39-7,35.0157330000,127.7665280000,광양시 진월면 신구리 산39-7 신구교차로(하동→진상),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1015,전라남도,광양시,일반국도,2번,섬진강매화로,3,,전라남도 광양시 진월면 송금리 1086-13,35.0339880000,127.7672730000,광양시 진월면 송금리 1086-13 섬진강대교앞(진상→하동),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1056,전라남도,영암군,지방도,810번,대불로,3,,전라남도 영암군 삼호읍 난전리 1719-1,34.7732130000,126.4194630000,영암군 삼호읍 난전리 1719-1 대불하수처리장삼거리(목포→해남),2,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1057,전라남도,영암군,지방도,810번,대불로,3,,전라남도 영암군 삼호읍 나불리 601-9,34.7789410000,126.4489850000,영암군 삼호읍 나불리 601-9 하이트맥주(해남→목포),1,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1190,전라남도,영광군,일반국도,23번,영대로,3,,전라남도 영광군 영광읍 월평리 317-8,35.2863760000,126.5018710000,영광군 영광읍 월평리 317-8 월평2교차로(고창→법성포),2,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1191,전라남도,영광군,일반국도,23번,영대로,3,,전라남도 영광군 영광읍 단주리 315-12,35.2862880000,126.5023530000,영광군 영광읍 단주리 315-12 월평2교차로(법성포→고창),2,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1222,전라남도,순천시,지방도,0번,연향로,3,,전라남도 순천시 해룡면 상삼리 698,34.9441660000,127.5343390000,순천시 해룡면 상삼리 698 송촌파인힐삼거리(연향동→상삼교차로),2,50,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1223,전라남도,순천시,지방도,2번,남승룡길,3,,전라남도 순천시 오천동 709,34.9296950000,127.4971070000,순천시 오천동 709 서문삼거리(청암대→팔마체육관),2,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1224,전라남도,순천시,지방도,0번,강변로,3,,전라남도 순천시 석현동 843-31,34.9703180000,127.4885560000,순천시 석현동 843-31 용당교부근(조곡표→서면),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1225,전라남도,순천시,지방도,0번,이수로,3,,전라남도 순천시 조곡동 124,34.9482250000,127.5024130000,순천시 조곡동 124 이수육교 부근(조례동->시청),1,50,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1332,전라남도,무안군,일반국도,1번,영산로,3,,전라남도 무안군 삼향읍 왕산리 252-3,34.8567630000,126.4273380000,무안군 삼향읍 왕산리 252-3 평산교회 앞(무안→목포),2,70,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1357,전라남도,곡성군,일반국도,13번,옥순로,3,,전라남도 곡성군 옥과면 리문리 437-7,35.2710510000,127.1361060000,곡성군 옥과면 리문리 437-7 용두교차로(옥과IC→석곡),2,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1358,전라남도,곡성군,일반국도,13번,옥순로,3,,전라남도 곡성군 옥과면 리문리 347-9,35.2709480000,127.1357550000,곡성군 옥과면 리문리 347-9 용두교차로(석곡→옥과IC),2,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1359,전라남도,곡성군,일반국도,17번,섬진강로,3,,전라남도 곡성군 오곡면 압록리 58-6,35.1962160000,127.3753380000,곡성군 오곡면 압록리 58-6 압록보건진료소 앞(곡성→구례),1,50,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1360,전라남도,곡성군,일반국도,17번,섬진강로,3,,전라남도 곡성군 오곡면 압록리 58-6,35.1962160000,127.3753380000,곡성군 오곡면 압록리 58-6 압록보건진료소 앞(구례→곡성),1,50,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1372,전라남도,담양군,일반국도,13번,추성로,3,,전라남도 담양군 대전면 중옥리 143-23,35.2603970000,126.8874620000,담양군 대전면 중옥리 143-23 중옥교차로(담양→광주),2,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1373,전라남도,담양군,일반국도,13번,추성로,3,,전라남도 담양군 대전면 성산리 238-7,35.2895430000,126.9179920000,담양군 대전면 성산리 238-7 성산사거리(광주→담양),1,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1374,전라남도,담양군,일반국도,13번,추성로,3,,전라남도 담양군 수북면 풍수리 640-12,35.3036670000,126.9410980000,담양군 수북면 풍수리 640-12 풍수사거리(담양→광주),1,80,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1782,전라남도,나주시,지방도,822번,지석로,3,,전라남도 나주시 남평읍 서산리 864,35.0211080000,126.8526740000,나주시 남평읍 서산리 864 지석교(남평→화순),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1783,전라남도,나주시,지방도,822번,지석로,3,,전라남도 나주시 남평읍 서산리 206-2,35.0202440000,126.8527040000,나주시 남평읍 서산리 206-2 지석교(화순→남평),1,60,,,,2018,전라남도지방경찰청,061-289-2153,2020-05-31
G1819,전라남도,목포시,시도,0번,청호로,3,,전라남도 목포시 대성동 211-20,34.7998570000,126.3809510000,목포시 대성동 211-20 대성초등학교앞(목여고→북항) 스쿨존,2,30,,,2,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1820,전라남도,목포시,시도,0번,영산로,3,,전라남도 목포시 석현동 686-2,34.8165810000,126.4204150000,목포시 석현동 686-2 원예농협앞(무안→목포),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1821,전라남도,여수시,군도,863번,도원로,3,,전라남도 여수시 소라면 죽림리 1244,34.7610060000,127.6396810000,여수시 소라면 죽림리 1244 양우내안애사거리(시청→화양면),2,50,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1822,전라남도,여수시,시도,0번,망마로,3,,전라남도 여수시 신기동 147번지,34.7592650000,127.6677810000,여수시 신기동 147번지 부영3단지사거리(시청→웅천동),2,50,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1823,전라남도,순천시,시도,2번,녹색로,3,,전라남도 순천시 인월동 57-73,34.8914390000,127.4776210000,순천시 인월동 57-73 인월사거리(순천→벌교),2,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1824,전라남도,순천시,시도,0번,여순로,3,,전라남도 순천시 해룡면 호두리 1085,34.8911650000,127.5644230000,순천시 해룡면 호두리 1085 호두삼거리(여수→순천),2,80,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1825,전라남도,나주시,시도,13번,예향로,3,,전라남도 나주시 삼영동 105-28,35.0050960000,126.7110710000,나주시 삼영동 105-28 영산대교앞(영산포→나주),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1826,전라남도,광양시,시도,2번,백운로,3,,전라남도 광양시 성황동 272-5,34.9434420000,127.6798210000,광양시 성황동 272-5 골약교차로(광양읍→시청),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1827,전라남도,해남군,지방도,0번,영빈로,3,,전라남도 해남군 해남읍 해리 279,34.5648390000,126.6088870000,해남군 해남읍 해리 279 코아루아파트앞(강진→해남읍),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1828,전라남도,무안군,일반국도,1번,영산로,3,,전라남도 무안군 청계면 청계리 642-2,34.8902540000,126.4304110000,무안군 청계면 청계리 642-2 구암삼거리(무안→목포),2,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1829,전라남도,장흥군,일반국도,2번,녹색로,3,,전라남도 장흥군 장동면 하산리 산60-1,34.7341620000,126.9668730000,장흥군 장동면 하산리 산60-1 하산교부근(보성→장흥),1,80,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1830,전라남도,영광군,지방도,22번,영광로,3,,전라남도 영광군 법성면 대덕리 220-4,35.3517030000,126.4589650000,영광군 법성면 대덕리 220-4 복용삼거리(영광→법성포),1,80,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1831,전라남도,화순군,지방도,817번,지강로,3,,전라남도 화순군 도곡면 원화리 산48-1,35.0457450000,126.9053650000,화순군 도곡면 원화리 산48-1 원화교차로(도곡면→광주),2,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1832,전라남도,장성군,지방도,734번,영장로,3,,전라남도 장성군 삼계면 내계리 573-26,35.2724090000,126.6498850000,장성군 삼계면 내계리 573-26 아계마을앞(영광→삼계면),1,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1833,전라남도,강진군,일반국도,23번,청자로,3,,전라남도 강진군 대구면 저두리 63-3,34.5363010000,126.7941610000,강진군 대구면 저두리 63-3 중저마을앞(마량→강진읍),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1834,전라남도,담양군,지방도,29번,추월산로,3,,전라남도 담양군 담양읍 삼만리 899-2,35.3426510000,126.9894860000,담양군 담양읍 삼만리 899-2 산단삼거리(죽녹원→용면),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1835,전라남도,구례군,일반국도,19번,섬진강대로,3,,전라남도 구례군 토지면 파도리 851-5,35.1968560000,127.5261810000,구례군 토지면 파도리 851-5 토지초등학교앞(구례→하동) 스쿨존,1,30,,,2,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1836,전라남도,담양군,고속국도,25번,호남고속도로 상행로,1,,전라남도 담양군 대덕면 매산리 357-4,35.2459130000,127.0304240000,호남고속도로 61.1K 천안방향(담양군 대덕면 매산리 357-4),1,100,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1845,전라남도,여수시,시도,0번,여수산단로,3,,전라남도 여수시 적량동 1248-3,34.8544270000,127.7031310000,여수시 적량동 1248-3 GS칼텍스 앞(이순신대교→시청),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1846,전라남도,여수시,시도,0번,여수산단로,3,,전라남도 여수시 적량동 1320,34.8505720000,127.7065750000,여수시 적량동 1320 GS칼텍스 앞(시청→이순신대교),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1847,전라남도,여수시,시도,0번,여수산단로,3,,전라남도 여수시 주삼동 289-1,34.7875810000,127.6630680000,여수시 주삼동 289-1 주삼동사무소 앞(공단→시청),2,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1848,전라남도,여수시,시도,0번,여수산단로,3,,전라남도 여수시 봉계동 454-2,34.7881810000,127.6638210000,여수시 봉계동 454-2 주삼동사무소 앞(시청→공단),2,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1849,전라남도,여수시,시도,0번,쌍봉로,3,,전라남도 여수시 학동 44-9,34.7660390000,127.6623770000,여수시 학동 44-9 쌍봉사거리(석창사거리→시청),2,50,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1850,전라남도,여수시,시도,0번,신월로,3,,전라남도 여수시 웅천동 1830,34.7444410000,127.6841830000,여수시 웅천동 1830 부영3차사거리(문수동→송현삼거리),2,50,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1851,전라남도,여수시,시도,77번,상암로,3,,전라남도 여수시 상암동 1703-11,34.8255920000,127.7328720000,여수시 상암동 1703-11 상암초등학교 앞(상암동→둔덕IC) 스쿨존,2,50,,,2,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1852,전라남도,여수시,시도,0번,여수산단4로,3,,전라남도 여수시 중흥동 1674-2,34.8262070000,127.6819650000,여수시 중흥동 1674-2 롯데케미칼1공장삼거리(시청→이순신대교),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1853,전라남도,여수시,시도,0번,여수산단1로,3,,전라남도 여수시 화치동 1317,34.8203690000,127.6401980000,여수시 화치동 1317 산단주유소삼거리(산단→해산IC),2,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1854,전라남도,여수시,지방도,0번,여수산단로,3,,전라남도 여수시 월내동 280-17,34.8522570000,127.7342540000,여수시 월내동 280-17 호남화력삼거리(상암동→이순신대교),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1855,전라남도,여수시,시도,0번,여수산단로,3,,전라남도 여수시 중흥동 1734,34.8435720000,127.6952310000,여수시 중흥동 1734 금호폴리캠2공장앞(이순신대교→시청),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1856,전라남도,여수시,시도,0번,신월로,3,,전라남도 여수시 웅천동 754-3,34.7536110000,127.6756550000,여수시 웅천동 754-3 웅천생태터널앞(웅천동→시청),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1857,전라남도,여수시,시도,0번,여수산단1로,3,,전라남도 여수시 둔덕동 산134-7,34.7732980000,127.6934940000,여수시 둔덕동 산134-7 율촌천연가스충전소맞은편(순천→여수),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1858,전라남도,여수시,시도,0번,여수산단1로,3,,전라남도 여수시 해산동 산4-24,34.8103650000,127.6370130000,여수시 해산동 산4-24 대동맥주유소맞은편(해산IC→산단),1,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1859,전라남도,여수시,시도,0번,여수산단로,3,,전라남도 여수시 평여동 433-4,34.8157540000,127.6741030000,여수시 평여동 433-4 여천NCC삼거리(시청→이순신대교),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1860,전라남도,여수시,시도,0번,산단중앙로,3,,전라남도 여수시 중흥동 172-2,34.8284340000,127.6686830000,여수시 중흥동 172-2 롯데케미칼사거리(시청→이순신대교),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1861,전라남도,여수시,시도,0번,산단중앙로,3,,전라남도 여수시 화치동 1474,34.8340450000,127.6480910000,여수시 화치동 1474 하이테크삼거리(중흥부두→해산IC),1,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G1990,전라남도,순천시,시도,22번,우석로,3,,전라남도 순천시 인제동 358-8,34.9443790000,127.4878450000,순천시 인제동 358-8 성남초등학교부근(청암대→남문파출소),2,50,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2155,전라남도,나주시,일반국도,13번,예향로,3,,전라남도 나주시 왕곡면 양산리 85-19,34.9607260000,126.7072340000,나주시 왕곡면 양산리 85-19 상사마을앞교차로(영암→나주),2,80,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2156,전라남도,나주시,지방도,55번,지평로,3,,전라남도 나주시 봉황면 유곡리 652,34.9901790000,126.8010490000,나주시 봉황면 유곡리 652 유곡교차로(남평→봉황),2,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2216,전라남도,나주시,지방도,55번,지평로,3,,전라남도 나주시 봉황면 죽석리 30-1,34.9630450000,126.7978720000,나주시 봉황면 죽석리 30-1 송현교차로(남평→봉황),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2217,전라남도,나주시,지방도,55번,지평로,3,,전라남도 나주시 봉황면 죽석리 31-3,34.9627710000,126.7977510000,나주시 봉황면 죽석리 31-3 송현교차로(봉황→남평),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2218,전라남도,나주시,지방도,55번,지평로,3,,전라남도 나주시 봉황면 덕림리 328-24,34.9278690000,126.7609130000,나주시 봉황면 덕림리 328-24 연봉교차로(봉황→세지면),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2219,전라남도,나주시,지방도,55번,지평로,3,,전라남도 나주시 봉황면 덕림리 328-2,34.9278760000,126.7606720000,나주시 봉황면 덕림리 328-2 연봉교차로(세지면→봉황),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2491,전라남도,화순군,지방도,817번,보림사로,3,,전라남도 화순군 도암면 우치리 708-6,34.8809860000,126.9003110000,화순군 도암면 우치리 708-6(유치면→도암면),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2492,전라남도,장흥군,일반국도,23번,장흥대로,3,,전라남도 장흥군 장흥읍 덕제리 182-1,34.6520810000,126.8874480000,장흥군 장흥읍 덕제리 182-1(용산면→장흥읍),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2493,전라남도,장흥군,일반국도,23번,장흥대로,3,,전라남도 장흥군 용산면 어산리 산124-4,34.6276170000,126.9020880000,장흥군 용산면 어산리 산124-4 장흥교도소부근(장흥읍→용산면),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2505,전라남도,보성군,일반국도,2번,녹색로,3,,전라남도 보성군 벌교읍 호동리 196-10,34.8411990000,127.4028980000,보성군 벌교읍 호동리 196-10 호동주유소(순천→벌교),1,80,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2506,전라남도,보성군,일반국도,2번,녹색로,3,,전라남도 보성군 벌교읍 척령리 184-4,34.8375450000,127.3297670000,보성군 벌교읍 척령리 184-4 척령삼거리(보성→순천),1,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2507,전라남도,보성군,일반국도,2번,녹색로,3,,전라남도 보성군 벌교읍 척령리 146-13,34.8373810000,127.3298130000,보성군 벌교읍 척령리 146-13 척령삼거리(순천→보성),1,70,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2530,전라남도,무안군,일반국도,24번,송마로,3,,전라남도 무안군 현경면 용정리 산 185-11,35.0534010000,126.3826710000,무안군 현경면 용정리 산 185-11 용정교차로(무안→ 해제),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2531,전라남도,무안군,일반국도,24버,송마로,3,,전라남도 무안군 현경면 용정리 산 185-11,35.0539450000,126.3822420000,무안군 현경면 용정리 산 185-11 용정교차로(해제→무안),2,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2532,전라남도,완도군,일반국도,77번,고금1로,3,,전라남도 완도군 신지면 송곡리 207-6,34.3448960000,126.7862830000,완도군 신지면 송곡리 207-6 장보고대교(고금→신지),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
G2533,전라남도,완도군,지방도,77번,고금1로,3,,전라남도 완도군 고금면 상정리 748-27,34.3534910000,126.7778540000,완도군 고금면 상정리 748-27 장보고대교(신지→고금),1,60,,,,2019,전라남도지방경찰청,061-289-2153,2020-05-31
